2015-08-02 08:02:58,772 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6b02b23d: startup date [Sun Aug 02 08:02:58 PDT 2015]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2015-08-02 15:18:21,994 | WARN  | Transport Connection to: tcp://127.0.0.1:64293 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64293@61616
2015-08-02 15:18:21,994 | WARN  | Transport Connection to: tcp://127.0.0.1:64294 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64294@61616
2015-08-02 15:18:21,994 | WARN  | Transport Connection to: tcp://127.0.0.1:64295 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64295@61616
2015-08-02 15:18:21,994 | WARN  | Transport Connection to: tcp://127.0.0.1:64296 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64296@61616
2015-08-02 15:18:21,994 | WARN  | Transport Connection to: tcp://127.0.0.1:64297 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64297@61616
2015-08-02 15:18:21,994 | WARN  | Transport Connection to: tcp://127.0.0.1:64298 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64298@61616
2015-08-02 15:18:21,994 | WARN  | Transport Connection to: tcp://127.0.0.1:64300 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64300@61616
2015-08-02 15:18:21,994 | WARN  | Transport Connection to: tcp://127.0.0.1:64299 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64299@61616
2015-08-02 15:18:21,994 | WARN  | Transport Connection to: tcp://127.0.0.1:64301 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64301@61616
2015-08-02 15:18:21,994 | WARN  | Transport Connection to: tcp://127.0.0.1:64302 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64302@61616
2015-08-02 15:18:21,994 | WARN  | Transport Connection to: tcp://127.0.0.1:64303 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64303@61616
2015-08-02 15:18:21,994 | WARN  | Transport Connection to: tcp://127.0.0.1:64304 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64304@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64305 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64305@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64306 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64306@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64307 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64307@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64309 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64309@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64311 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64311@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64308 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64308@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64310 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64310@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64314 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64314@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64312 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64312@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64313 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64313@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64316 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64316@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64315 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64315@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64326 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64326@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64318 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64318@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64317 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64317@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64319 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64319@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64320 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64320@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64330 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64330@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64322 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64322@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64321 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64321@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64324 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64324@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64323 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64323@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64327 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64327@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64329 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64329@61616
2015-08-02 15:18:21,993 | WARN  | Transport Connection to: tcp://127.0.0.1:64328 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:64328@61616
2015-08-02 21:18:41,492 | INFO  | Apache ActiveMQ 5.11.1 (localhost, ID:Vinods-MacBook-Pro.local-59376-1438535038344-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2015-08-02 21:18:41,506 | INFO  | Connector ssl stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2015-08-02 21:18:41,506 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2015-08-02 21:18:41,506 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2015-08-02 21:18:41,512 | INFO  | PListStore:[/Users/vinodkariyathungalkumaran/Documents/D_Drive/softwares/apache-activemq-5.11.1/data/localhost/tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2015-08-02 21:18:41,512 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2015-08-02 21:18:41,512 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2015-08-02 21:18:41,513 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2015-08-02 21:18:41,983 | INFO  | Apache ActiveMQ 5.11.1 (localhost, ID:Vinods-MacBook-Pro.local-59376-1438535038344-0:1) uptime 11 hours 14 minutes | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2015-08-02 21:18:41,983 | INFO  | Apache ActiveMQ 5.11.1 (localhost, ID:Vinods-MacBook-Pro.local-59376-1438535038344-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2015-08-02 21:18:41,983 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@29e54f45: startup date [Sun Aug 02 10:03:57 PDT 2015]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | ActiveMQ ShutdownHook
2015-08-02 21:18:42,026 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | ActiveMQ ShutdownHook
2015-08-11 21:01:35,727 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@db75080: startup date [Tue Aug 11 21:01:35 PDT 2015]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2015-08-11 21:01:36,752 | INFO  | PListStore:[/Users/vinodkariyathungalkumaran/Documents/D_Drive/softwares/apache-activemq-5.11.1/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2015-08-11 21:01:36,782 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/vinodkariyathungalkumaran/Documents/D_Drive/softwares/apache-activemq-5.11.1/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2015-08-11 21:01:37,135 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2015-08-11 21:01:37,185 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2015-08-11 21:01:37,299 | INFO  | Recovery replayed 3236 operations from the journal in 0.139 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2015-08-11 21:01:37,468 | INFO  | Apache ActiveMQ 5.11.1 (localhost, ID:Vinods-MacBook-Pro.local-57533-1439352097327-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2015-08-11 21:01:37,854 | INFO  | Listening for connections at: ssl://localhost:61617?transport.enabledCipherSuites=SSL_RSA_WITH_RC4_128_MD5,SSL_RSA_WITH_RC4_128_SHA,SSL_DHE_RSA_WITH_3DES_EDE_CBC_SHA | org.apache.activemq.transport.TransportServerThreadSupport | main
2015-08-11 21:01:37,854 | INFO  | Connector ssl started | org.apache.activemq.broker.TransportConnector | main
2015-08-11 21:01:37,857 | INFO  | Listening for connections at: tcp://Vinods-MacBook-Pro.local:61616?maximumConnections=1000&wireformat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2015-08-11 21:01:37,857 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2015-08-11 21:01:37,864 | INFO  | Listening for connections at: amqp://Vinods-MacBook-Pro.local:5672?maximumConnections=1000&wireformat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2015-08-11 21:01:37,864 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2015-08-11 21:01:37,865 | INFO  | Apache ActiveMQ 5.11.1 (localhost, ID:Vinods-MacBook-Pro.local-57533-1439352097327-0:1) started | org.apache.activemq.broker.BrokerService | main
2015-08-11 21:01:37,865 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2015-08-11 21:01:38,369 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2015-08-11 21:01:38,434 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2015-08-11 21:01:38,663 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2015-08-11 21:11:01,953 | WARN  | Transport Connection to: tcp://127.0.0.1:57539 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:57539
2015-08-11 21:11:01,953 | WARN  | Transport Connection to: tcp://127.0.0.1:57541 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:57541
2015-08-11 21:11:01,953 | WARN  | Transport Connection to: tcp://127.0.0.1:57540 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:57540
2015-08-11 21:11:01,953 | WARN  | Transport Connection to: tcp://127.0.0.1:57542 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:57542
2015-08-11 21:11:01,953 | WARN  | Transport Connection to: tcp://127.0.0.1:57606 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:57606
2015-08-11 21:11:01,953 | WARN  | Transport Connection to: tcp://127.0.0.1:57543 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:57543
2015-08-11 21:16:15,622 | WARN  | Transport Connection to: tcp://127.0.0.1:57841 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:57841
2015-08-11 21:16:15,623 | WARN  | Transport Connection to: tcp://127.0.0.1:57840 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:57840
2015-08-11 21:16:15,622 | WARN  | Transport Connection to: tcp://127.0.0.1:57853 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:57853
2015-08-11 21:16:15,623 | WARN  | Transport Connection to: tcp://127.0.0.1:57838 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:57838
2015-08-11 21:16:15,622 | WARN  | Transport Connection to: tcp://127.0.0.1:57842 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:57842
2015-08-11 21:16:15,622 | WARN  | Transport Connection to: tcp://127.0.0.1:57837 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:57837
2015-08-11 21:22:20,772 | WARN  | Transport Connection to: tcp://127.0.0.1:58080 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:58080
2015-08-11 21:22:20,772 | WARN  | Transport Connection to: tcp://127.0.0.1:58084 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:58084
2015-08-11 21:22:20,772 | WARN  | Transport Connection to: tcp://127.0.0.1:58077 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:58077
2015-08-11 21:22:20,772 | WARN  | Transport Connection to: tcp://127.0.0.1:58078 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:58078
2015-08-11 21:22:20,772 | WARN  | Transport Connection to: tcp://127.0.0.1:58079 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:58079
2015-08-11 21:22:20,772 | WARN  | Transport Connection to: tcp://127.0.0.1:58076 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:58076
2015-08-11 21:44:50,305 | WARN  | Transport Connection to: tcp://127.0.0.1:57602 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57602@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57586 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57586@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57584 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57584@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57578 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57578@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57577 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57577@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57574 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57574@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57556 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57556@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57554 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57554@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57568 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57568@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57557 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57557@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57558 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57558@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57560 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57560@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57559 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57559@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57561 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57561@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57603 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57603@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57563 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57563@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57562 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57562@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57564 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57564@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57566 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57566@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57565 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57565@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57567 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57567@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57569 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57569@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57571 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57571@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57570 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57570@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57572 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57572@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57573 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57573@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57575 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57575@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57576 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57576@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57579 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57579@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57580 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57580@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57582 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57582@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57581 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57581@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57583 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57583@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57585 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57585@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57587 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57587@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57588 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57588@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57589 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57589@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57590 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57590@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57604 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57604@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57592 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57592@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57591 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57591@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57593 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57593@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57594 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57594@61616
2015-08-11 21:44:50,306 | WARN  | Transport Connection to: tcp://127.0.0.1:57595 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57595@61616
2015-08-11 21:44:50,305 | WARN  | Transport Connection to: tcp://127.0.0.1:57600 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57600@61616
2015-08-11 21:44:50,305 | WARN  | Transport Connection to: tcp://127.0.0.1:57597 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57597@61616
2015-08-11 21:44:50,305 | WARN  | Transport Connection to: tcp://127.0.0.1:57601 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57601@61616
2015-08-11 21:44:50,305 | WARN  | Transport Connection to: tcp://127.0.0.1:57596 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:57596@61616
